5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01	5.77E+01
5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01	5.82E+01
5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01	5.88E+01
5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01	5.93E+01
5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01	5.98E+01
6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01	6.04E+01
6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01	6.09E+01
6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01	6.14E+01
6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01	6.20E+01
6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01	6.25E+01
6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01	6.30E+01
6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01	6.35E+01
6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01	6.41E+01
6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01	6.46E+01
6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01	6.51E+01
6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01	6.57E+01
6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01	6.62E+01
6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01	6.67E+01
6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01	6.73E+01
6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01	6.78E+01
6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01	6.83E+01
6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01	6.88E+01
6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01	6.94E+01
6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01	6.99E+01
7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01	7.04E+01
7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01	7.10E+01
7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01	7.15E+01
7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01	7.20E+01
7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01	7.26E+01
7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01	7.31E+01
7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01	7.36E+01
7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01	7.41E+01
7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01	7.47E+01
7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01	7.52E+01
7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01	7.57E+01
7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01	7.63E+01
7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01	7.68E+01
7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01	7.73E+01
7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01	7.79E+01
7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01	7.84E+01
7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01	7.89E+01
7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01	7.94E+01
8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01	8.00E+01
