Age_[ka],Sea_level_[m]
8597.00,-24.09
8599.10,-27.77
8601.30,-32.69
8603.40,-41.92
8605.30,-35.15
8607.30,-37.00
8609.20,-35.77
8611.20,-34.54
8613.10,-43.77
8615.10,-39.46
8617.00,-29.00
8619.00,-35.77
8620.90,-37.00
8622.90,-33.31
8624.10,-27.15
8626.00,-17.92
8628.00,-35.77
8629.90,-27.77
8631.90,-27.77
8637.70,-29.62
8639.70,-15.46
8641.60,-46.23
8643.60,-36.39
8645.50,-26.54
8647.50,-19.77
8649.50,-29.00
8651.40,-28.39
8653.40,-23.46
8655.30,-26.54
8657.30,-21.00
8659.20,-18.54
8661.20,-22.85
8663.10,-17.31
8665.10,-7.46
8667.00,-11.15
8669.00,-10.54
8670.90,1.77
8672.90,-2.54
8674.80,-29.62
8676.80,-39.46
8678.80,-33.92
8680.70,-27.77
8682.70,-27.77
8684.60,-34.54
8686.60,-30.85
8688.50,-27.15
8690.50,-15.46
8692.40,-15.46
8694.40,-15.46
8696.30,-17.92
8698.30,-32.69
8700.20,-22.23
8702.20,-29.01
8704.10,-27.79
8706.10,-24.11
8708.10,-25.35
8710.00,-6.90
8712.00,-11.22
8713.90,-18.00
8715.90,-17.39
8717.80,-29.71
8719.80,-17.41
8721.70,-26.04
8723.70,-27.89
8725.60,-32.21
8727.60,-43.30
8729.70,-29.77
8731.90,-32.24
8734.00,-37.79
8736.10,-24.26
8738.20,-21.81
8740.40,-24.29
8742.50,-16.30
8744.60,-24.92
8746.80,-29.24
8748.90,-20.02
8751.00,-13.88
8753.20,-9.58
8755.30,-7.13
8757.40,-0.37
8759.50,-2.23
8761.70,-9.63
8763.80,-12.72
8765.90,-13.96
8768.10,-25.66
8770.20,-25.67
8772.30,-27.53
8774.40,-17.08
8776.60,-17.70
8778.70,-16.48
8780.80,-7.88
8783.00,-15.28
8785.10,-12.21
8787.20,-9.76
8789.40,-9.16
8791.50,-11.63
8793.60,-19.64
8795.70,-22.11
8797.90,-31.97
8800.00,-26.44
8802.10,-24.61
8804.30,-25.85
8806.40,-29.55
8808.50,-24.02
8810.60,-25.26
8812.80,-32.05
8814.90,-35.75
8817.00,-28.99
8819.20,-36.39
8821.30,-27.17
8823.40,-27.79
8825.60,-39.50
8827.70,-20.43
8829.80,-16.13
8831.90,-14.91
8834.10,-27.23
8836.20,-22.94
8838.30,-28.49
8840.50,-13.73
8842.60,-24.20
8844.70,-29.13
8846.80,-27.30
8849.00,-20.54
8851.10,-26.71
8853.20,-30.41
8855.40,-29.80
8857.50,-25.51
8859.60,-16.29
8861.80,-26.76
8863.90,-23.69
8866.00,-16.32
8868.10,-7.72
8870.70,-14.50
8873.20,-18.82
8875.70,-20.68
8878.30,-12.08
8880.80,-35.47
8883.30,-32.41
8885.80,-27.50
8888.40,-31.82
8890.90,-35.53
8893.40,-30.62
8896.00,-23.24
8898.50,-31.26
8901.00,-33.73
8903.60,-30.05
8906.10,-28.21
8911.20,-25.16
8913.70,-32.55
8916.20,-33.79
8918.70,-31.34
8921.30,-35.04
8923.80,-26.43
8926.30,-27.06
8928.90,-38.15
8931.40,-23.39
8933.90,-27.09
8936.50,-18.48
8941.50,-17.89
8944.10,-14.82
8946.60,-20.37
8949.10,-16.69
8951.60,-13.00
8954.20,-30.25
8956.70,-37.02
8959.20,-32.11
8961.80,-40.74
8964.30,-25.36
8966.80,-43.83
8971.90,-32.78
8977.00,-26.64
8979.50,-17.42
8982.00,-15.58
8984.50,-27.29
8987.10,-22.37
8989.60,-35.31
8992.10,-22.39
8994.70,-33.48
8997.20,-27.95
8999.70,-20.58
9002.30,-12.58
9004.80,-18.73
9007.30,-11.96
9009.80,-8.88
9012.40,-23.65
9014.90,-23.04
9017.40,-34.12
9020.00,-28.58
9022.50,-18.73
9025.00,-19.35
9030.10,-19.35
9032.60,-8.88
9035.10,11.42
9037.20,-0.88
9039.40,4.04
9043.70,-3.35
9045.80,-4.58
9050.20,2.19
9052.30,-14.42
9054.50,-1.50
9056.60,-3.96
9061.00,-11.35
9063.10,-22.42
9065.30,-29.81
9067.40,-23.65
9069.60,-28.58
9071.70,-24.27
9073.90,-24.88
9076.10,-12.58
9078.20,-21.81
9080.40,-13.19
9082.50,-21.19
9084.70,-26.73
9086.80,-24.88
9089.00,-25.50
9091.20,-31.65
9093.30,-28.58
9095.50,-23.04
9097.60,-25.50
9099.80,-24.27
9102.00,-14.41
9104.10,-24.86
9106.30,-13.15
9108.40,-9.45
9110.60,-13.74
9112.70,-13.11
9114.90,-15.56
9117.10,-4.47
9119.20,-11.84
9121.40,-17.36
9123.50,-17.96
9125.70,-14.26
9127.90,-4.40
9130.00,-6.23
9132.20,-4.37
9134.30,-3.74
9136.50,-27.73
9138.60,-20.33
9140.80,-20.93
9143.00,-15.38
9145.10,-7.98
9147.30,-12.27
9149.40,-15.33
9151.60,-10.40
9153.70,-4.84
9155.90,-2.98
9158.10,-5.43
9160.20,-20.80
9162.40,-12.79
9164.50,-12.16
9166.70,-13.99
9168.90,-15.82
9171.00,-2.89
9173.20,-7.80
9175.30,-14.55
9177.50,-2.23
9179.60,5.78
9181.80,-8.36
9184.00,-15.73
9186.10,-15.71
9188.30,-33.54
9190.40,-24.30
9192.60,-28.59
9194.80,-16.89
9196.90,-19.95
9199.10,-22.40
9201.20,-21.15
9203.40,-21.75
9205.50,-15.57
9207.70,-16.17
9209.90,-17.99
9216.30,-35.17
9218.50,-36.99
9220.60,-29.59
9222.80,-30.80
9224.90,-34.47
9227.10,-31.38
9229.20,-25.20
9231.30,-22.72
9233.40,-19.63
9235.60,-18.99
9237.70,-17.74
9239.80,-15.26
9241.90,-21.40
9244.00,-16.46
9246.20,-16.44
9248.30,-10.26
9250.40,-21.32
9252.50,-28.07
9254.70,-26.82
9256.80,-34.80
9258.90,-30.47
9261.00,-29.84
9263.20,-34.13
9265.30,-35.34
9267.40,-22.40
9269.50,-32.22
9271.60,-27.28
9273.80,-22.34
9275.90,-13.70
9278.00,-19.22
9280.10,-13.67
9282.30,-14.26
9284.40,-16.70
9286.50,-10.53
9288.60,-12.36
9290.80,-22.19
9292.90,-30.78
9295.00,-6.76
9297.10,-19.05
9299.20,-18.42
9301.40,-19.02
9303.50,-15.32
9305.60,-22.70
9307.70,-11.00
9309.90,-12.22
9312.00,-7.90
9314.10,-10.36
9316.20,-3.58
9318.40,-1.11
9320.50,-14.02
9322.60,-17.09
9324.70,-14.01
9326.90,-18.92
9329.00,-18.91
9331.10,-26.90
9333.20,-31.20
9335.30,-26.27
9337.50,-18.88
9339.60,-21.95
9341.70,-11.48
9343.80,-18.86
9346.00,-16.39
9348.10,-13.30
9350.20,-7.14
9352.30,-5.90
9354.50,-5.89
9356.60,-11.42
9358.70,-3.41
9360.80,-18.79
9362.90,-15.70
9365.10,-14.47
9367.20,-20.61
9369.30,-24.91
9371.40,-11.98
9373.60,-25.51
9375.70,-7.65
9377.80,-13.80
9379.90,-14.41
9382.10,-5.17
9384.20,-8.85
9386.30,-3.92
9388.40,3.47
9390.50,-5.14
9392.70,-10.05
9394.80,-14.35
9396.90,-19.88
9399.00,-22.95
9401.20,-26.02
9403.30,-16.18
9405.40,-22.95
9407.50,-18.64
9409.70,-21.71
9411.80,-27.87
9413.90,-20.48
9416.00,-22.95
9418.10,-30.33
9420.30,-26.02
9422.40,-20.48
9424.50,-15.56
9426.60,-22.33
9428.80,4.75
9430.90,-9.41
9433.00,-5.10
9435.10,-11.25
9437.30,-8.18
9439.40,-23.56
9441.50,-13.10
9443.60,-26.02
9445.70,-18.64
9447.90,-26.02
9450.00,-30.95
9452.10,-18.02
9454.20,-21.71
9456.40,-16.79
9458.50,-18.02
9460.60,-16.79
9462.70,-26.02
9464.90,-18.02
9467.00,-23.56
9469.10,-10.64
9471.20,-10.64
9473.30,-7.56
9475.50,-8.18
9477.60,-12.48
9479.70,-3.87
9481.80,-10.64
9484.00,-11.87
9486.10,0.44
9488.20,-21.10
9490.30,-18.64
9492.50,-26.64
9496.70,-21.71
9498.80,-26.64
9500.90,-18.03
9503.10,-21.73
9505.20,-19.28
9507.30,-15.60
9509.40,-13.76
9511.60,-17.47
9513.70,-3.94
9517.90,-6.42
9520.50,6.49
9522.60,-2.75
9524.70,-24.30
9526.80,-20.01
9529.00,-26.17
9531.10,-22.49
9533.20,-25.58
9535.30,-26.82
9537.50,-23.75
9539.60,-19.46
9541.70,-20.08
9543.80,-13.94
9546.00,-18.26
9548.10,-18.27
9550.20,-7.82
9552.30,-13.37
9554.40,-6.00
9556.60,0.76
9558.70,-4.17
9560.80,-2.95
9562.90,-10.96
9565.10,-6.67
9567.20,-18.98
9568.90,-24.53
9571.00,-19.62
9573.10,-19.63
9575.30,-11.03
9577.40,-18.42
9579.50,-17.20
9581.60,-11.06
9583.70,-14.76
9585.90,-9.24
9588.00,-3.71
9590.10,-9.26
9592.20,0.58
9594.40,-7.43
9596.50,3.02
9598.60,12.24
9600.70,6.07
9602.90,7.28
9605.00,-6.89
9607.10,-17.99
9609.20,-22.31
9613.50,-24.20
9615.60,-27.30
9617.70,-26.08
9619.80,-31.64
9622.00,-10.12
9624.10,-21.22
9626.20,-15.08
9628.30,-8.95
9630.50,-5.89
9632.60,-5.91
9634.70,-3.47
9636.80,-3.49
9638.90,-9.66
9641.10,-18.30
9643.20,-6.01
9645.30,-9.10
9647.40,-19.58
9649.60,-6.06
9651.70,-9.78
9653.80,-3.03
9655.90,-13.51
9658.10,-7.99
9660.20,-11.70
9664.40,-16.04
9666.50,-8.68
9668.70,-6.85
9670.80,-3.18
9672.90,-9.35
9675.00,-5.06
9677.20,-5.70
9679.30,8.44
9681.40,2.26
9683.50,-3.29
9685.70,-0.24
9687.80,-8.26
9689.90,-19.97
9692.00,-11.99
9694.10,-27.39
9696.30,-28.64
9698.40,-21.28
9700.50,-19.45
9702.60,-26.85
9704.80,-17.02
9706.90,-18.88
9709.00,-16.44
9711.10,-8.45
9713.30,-7.24
9715.40,-14.03
9717.50,-12.20
9719.50,-3.60
9721.40,-14.69
9723.40,-9.16
9725.00,-3.02
9727.30,-17.19
9729.30,-17.21
9731.20,-28.30
9733.20,-22.78
9735.10,-25.87
9737.10,-29.58
9739.10,-30.21
9741.00,-26.53
9743.00,-14.85
9744.90,-5.02
9746.90,-19.81
9748.80,-10.59
9750.80,-9.99
9752.80,-6.93
9754.70,-10.64
9756.70,-7.58
9758.60,2.26
9761.00,-2.07
9763.00,-0.24
9764.90,0.98
9766.90,-3.96
9768.80,-0.90
9770.80,-4.61
9772.70,-11.39
9774.70,-31.72
9776.70,-19.42
9778.60,-19.44
9780.60,-24.38
9782.50,-13.31
9784.50,-18.25
9786.50,-6.58
9788.40,-2.28
9790.40,-5.38
9792.30,3.22
9794.30,-4.79
9796.20,-18.34
9798.20,-9.74
9800.20,-4.22
9802.10,-3.00
9804.10,-11.00
9806.00,-5.47
9808.00,-17.17
9810.00,-15.34
9811.90,-27.04
9813.90,-7.97
9815.80,-38.74
9817.80,-26.44
9819.70,-29.53
9821.40,-48.00
9823.10,-36.31
9824.50,-16.62
9834.60,-15.43
9836.30,0.56
9838.00,-7.44
9839.70,-4.37
9841.40,-3.76
9843.10,-7.46
9844.80,-9.32
9846.50,-9.94
9848.20,-5.02
9849.80,-13.03
9851.50,1.73
9853.20,-20.43
9854.90,-30.89
9856.60,-22.90
9858.30,-27.22
9860.00,-23.53
9861.70,-22.31
9863.40,-19.23
9865.10,-16.78
9866.80,-14.94
9868.50,-9.41
9870.10,-17.41
9871.80,-14.96
9873.50,-10.04
9875.20,-12.51
9876.90,-24.21
9878.60,-16.83
9880.30,-16.84
9882.00,2.23
9883.70,-9.47
9885.40,21.30
9887.10,5.90
9888.80,-10.72
9890.40,4.04
9892.10,-13.81
9893.80,-12.58
9895.50,-18.13
9897.20,-23.06
9898.90,-25.53
9900.60,-24.92
9902.30,-19.38
9904.00,-21.84
9905.70,-19.38
9907.40,-4.61
9909.00,-5.84
9910.70,-11.99
9912.40,-13.22
9914.10,-13.22
9915.80,-11.99
9917.50,-11.38
9919.20,-11.38
9920.90,-2.76
9922.60,-8.92
9924.30,-8.30
9926.00,-14.45
9927.70,-8.30
9929.30,-16.30
9931.00,-22.45
9932.70,-16.92
9934.40,-16.30
9936.10,-21.84
9937.80,-10.76
9939.50,-15.68
9941.20,-30.45
9942.90,-16.92
9944.60,-24.92
9946.30,-7.68
9948.00,-15.68
9949.60,-15.07
9951.30,-11.38
9953.00,-10.15
9954.70,-3.99
9956.40,-3.38
9958.10,-0.92
9959.80,-2.15
9961.50,-10.76
9963.20,-8.92
9964.90,2.16
9966.60,-3.99
9968.30,-3.38
9969.90,0.93
9971.60,-0.30
9973.30,2.78
9975.00,2.16
9976.70,-3.38
9978.40,7.70
9980.10,0.32
9981.80,-13.22
9983.50,-3.99
9985.60,-10.15
9991.70,7.70
9994.70,0.93
9997.70,8.93
10001.00,-2.14
10004.00,-1.51
10007.00,7.74
10010.00,8.37
10013.00,-6.39
10016.00,3.48
10019.00,-20.51
10022.00,-11.88
10025.00,-11.25
10028.00,-17.39
10031.00,-16.76
10034.00,-16.12
10037.00,-14.88
10040.00,-13.02
10043.00,-10.54
10046.00,-9.91
10049.00,-4.97
10055.00,1.22
10058.00,-3.08
10061.00,-3.06
10064.00,-6.12
10067.00,4.97
10070.00,-11.01
10073.00,-1.77
10076.00,-10.98
10079.00,-4.81
10082.00,-4.80
10086.00,-2.32
10089.00,-15.84
10095.00,-3.50
10098.00,-4.72
10101.00,10.07
10104.00,2.09
10107.00,1.49
10110.00,-7.72
10113.00,-10.16
10116.00,-1.53
10119.00,-17.51
10122.00,-21.18
10125.00,-17.47
10128.00,-17.45
10131.00,-16.20
10134.00,-17.41
10137.00,-10.62
10139.00,2.93
10142.00,-11.20
10145.00,4.82
10148.00,-8.09
10151.00,-9.30
10154.00,-12.97
10157.00,-3.72
10160.00,-1.24
10163.00,6.16
10166.00,-3.66
10169.00,-12.26
10172.00,-9.78
10175.00,-12.22
10178.00,-6.05
10181.00,-8.49
10184.00,1.99
10188.00,-5.37
10191.00,3.27
10194.00,2.67
10197.00,-2.23
10200.00,-2.83
10203.00,-7.73
10206.00,-2.17
10209.00,-5.84
10212.00,-23.66
10215.00,5.29
10218.00,-5.15
10221.00,8.41
10224.00,0.43
10227.00,7.84
10230.00,1.10
10233.00,-16.73
10236.00,-13.01
10239.00,-3.76
10242.00,-9.27
10245.00,-4.33
10251.00,-9.20
10254.00,-9.79
10257.00,0.07
10260.00,-9.13
10263.00,-4.19
10266.00,-7.86
10269.00,-4.14
10272.00,-1.65
10275.00,-0.40
10278.00,-1.61
10281.00,3.34
10284.00,-1.56
10287.00,-4.62
10290.00,-3.98
10293.00,-5.80
10296.00,-15.01
10299.00,-18.06
10302.00,-15.57
10305.00,-15.55
10308.00,-25.98
10311.00,-19.80
10314.00,-16.70
10316.00,-12.99
10318.00,-4.35
10321.00,3.68
10323.00,1.85
10325.00,1.87
10328.00,-4.26
10330.00,-6.70
10333.00,5.01
10335.00,-5.43
10337.00,-1.10
10340.00,2.62
10342.00,11.25
10344.00,8.81
10347.00,5.76
10349.00,-1.61
10351.00,-6.51
10354.00,-10.18
10356.00,-5.24
10359.00,-0.29
10361.00,2.19
10363.00,4.06
10366.00,2.85
10368.00,2.25
10370.00,-7.57
10375.00,-13.68
10378.00,-12.42
10380.00,-14.25
10382.00,-17.31
10385.00,-16.67
10387.00,-13.57
10389.00,-0.63
10392.00,-12.91
10394.00,-7.97
10396.00,-11.65
10399.00,5.61
10402.00,-20.20
10404.00,-7.26
10406.00,-6.62
10409.00,-8.44
10411.00,-3.50
10414.00,-4.70
10416.00,-0.98
10418.00,-1.58
10421.00,-4.62
10423.00,-4.60
10425.00,-2.12
10428.00,-13.17
10430.00,-11.30
10433.00,-8.19
10435.00,-8.79
10437.00,-6.30
10440.00,-3.81
10442.00,-2.56
10444.00,-1.31
10447.00,-25.89
10449.00,-3.10
10451.00,9.84
10453.00,-1.22
10456.00,16.66
10458.00,8.07
10460.00,9.32
10462.00,13.03
10464.00,5.67
10466.00,2.61
10468.00,-7.83
10469.00,-8.43
10471.00,-12.11
10473.00,0.22
10475.00,-4.06
10477.00,-6.51
10478.00,0.89
10480.00,0.29
10482.00,2.78
10484.00,1.57
10485.00,-3.96
10487.00,-0.25
10489.00,-1.46
10491.00,1.64
10492.00,1.65
10494.00,3.52
10496.00,7.23
10498.00,3.56
10500.00,1.12
10501.00,-0.72
10503.00,-1.93
10505.00,-11.75
10507.00,-4.96
10512.00,-4.90
10514.00,-1.80
10515.00,1.91
10517.00,9.93
10519.00,-1.74
10521.00,6.90
10523.00,-3.54
10524.00,3.24
10526.00,2.65
10528.00,6.37
10530.00,5.16
10531.00,8.86
10533.00,11.35
10535.00,8.29
10537.00,-0.91
10538.00,3.41
10540.00,-4.57
10542.00,-8.86
10544.00,-2.68
10546.00,-5.73
10547.00,-3.87
10549.00,-9.39
10551.00,-10.60
10553.00,-10.57
10554.00,-11.79
10556.00,-10.54
10558.00,-12.98
10560.00,1.20
10561.00,-3.10
10563.00,-8.00
10565.00,-9.20
10567.00,3.74
10569.00,5.61
10570.00,6.24
10572.00,1.34
10574.00,4.44
10576.00,6.92
10577.00,7.55
10579.00,3.88
10581.00,1.44
10583.00,5.78
10584.00,3.33
10586.00,3.35
10588.00,6.45
10590.00,2.78
10592.00,-3.97
10593.00,-6.42
10595.00,-7.62
10597.00,-10.68
10599.00,-8.81
10600.00,-7.57
10602.00,-0.16
10604.00,11.55
10606.00,5.42
10607.00,10.97
10609.00,16.53
10611.00,19.01
10613.00,25.80
10615.00,13.51
10616.00,14.75
10618.00,10.47
10620.00,4.33
10622.00,6.82
10623.00,12.98
10625.00,17.92
10627.00,15.48
10629.00,19.81
10631.00,15.52
10632.00,16.77
10634.00,12.48
10636.00,8.19
10638.00,-0.40
10640.00,-2.84
10641.00,-20.68
10643.00,-2.81
10645.00,-4.02
10647.00,0.31
10649.00,-0.29
10651.00,4.65
10652.00,7.13
10654.00,12.69
10656.00,25.01
10658.00,7.19
10660.00,6.59
10663.00,6.01
10665.00,0.49
10667.00,1.13
10669.00,1.15
10671.00,0.55
10674.00,-0.65
10676.00,-3.09
10678.00,-1.84
10680.00,-14.74
10682.00,-8.56
10685.00,0.08
10687.00,-10.36
10689.00,-6.65
10691.00,-6.62
10694.00,-1.67
10696.00,-4.73
10698.00,-1.01
10700.00,7.62
10702.00,1.48
10705.00,12.58
10707.00,2.14
10709.00,18.15
10711.00,23.09
10713.00,22.49
10716.00,26.21
10718.00,22.53
10725.00,0.43
10727.00,-0.17
10729.00,-1.38
10731.00,-0.14
10733.00,-5.66
10736.00,0.52
10738.00,-2.54
10740.00,17.78
10742.00,9.18
10745.00,19.05
10747.00,23.37
10749.00,23.39
10751.00,9.25
10753.00,10.50
10756.00,8.06
10758.00,6.23
10760.00,16.70
10762.00,11.18
10764.00,23.50
10767.00,15.53
10769.00,19.85
10771.00,31.56
10773.00,18.65
10776.00,30.37
10778.00,24.23
10780.00,38.40
10782.00,18.72
10785.00,9.51
10787.00,-2.16
10790.00,-6.45
10792.00,-10.74
10794.00,-13.19
10797.00,-19.32
10799.00,-12.53
10806.00,-3.89
10809.00,-1.41
10811.00,-3.25
10813.00,-4.47
10816.00,-5.08
10818.00,1.08
10820.00,-1.37
10823.00,6.64
10825.00,-0.74
10828.00,-1.95
10830.00,-0.72
10832.00,-3.17
10835.00,-4.39
10837.00,-1.30
10840.00,-0.68
10842.00,-3.75
10844.00,-5.59
10847.00,-5.57
10849.00,2.43
10851.00,-7.40
10854.00,-6.78
10856.00,-8.00
10859.00,-6.14
10861.00,3.10
10866.00,3.12
10868.00,9.89
10873.00,6.22
10875.00,2.54
10878.00,4.39
10880.00,13.02
10882.00,8.72
10885.00,-1.12
10887.00,0.74
10890.00,7.52
10892.00,-5.40
10894.00,-0.47
10897.00,0.16
10899.00,2.01
10901.00,-2.29
10904.00,-4.13
10906.00,4.49
10909.00,-7.82
10911.00,-6.58
10913.00,-0.43
10916.00,-2.27
10918.00,-2.27
10920.00,4.50
10923.00,-9.03
10925.00,-6.57
10928.00,-7.18
10930.00,-5.94
10932.00,-6.56
10935.00,-7.17
10937.00,-4.09
10940.00,-0.39
10942.00,0.22
10944.00,12.54
10947.00,9.46
10949.00,11.93
10951.00,13.78
10954.00,8.86
10956.00,15.01
10959.00,15.63
10961.00,13.17
10963.00,13.79
10966.00,3.95
10968.00,8.87
10970.00,3.34
10973.00,2.11
10975.00,-0.96
10978.00,0.27
10980.00,-3.42
10982.00,-0.34
10985.00,0.90
10987.00,2.74
10989.00,2.13
10992.00,5.83
10994.00,2.14
10997.00,3.37
10999.00,4.61
11001.00,0.30
11004.00,3.38
11006.00,-2.78
11009.00,-0.32
11011.00,-1.55
11013.00,3.38
11016.00,8.92
11018.00,8.30
11020.00,13.22
11023.00,19.38
11024.00,14.45
11026.00,22.45
11028.00,21.22
11029.00,12.61
11031.00,4.61
11033.00,2.76
11034.00,4.61
11036.00,-5.85
11038.00,-5.24
11039.00,-7.08
11041.00,-4.62
11043.00,-8.93
11045.00,-9.55
11046.00,-9.55
11048.00,-12.01
11050.00,-7.70
11051.00,-9.55
11053.00,-7.08
11055.00,-3.39
11056.00,-0.93
11058.00,-13.24
11060.00,-2.16
11061.00,-10.16
11063.00,-3.39
11065.00,-12.62
11066.00,-8.32
11068.00,-7.08
11070.00,5.84
11071.00,4.61
11073.00,2.76
11075.00,-3.39
11076.00,1.53
11078.00,-0.32
11080.00,0.30
11082.00,-2.78
11083.00,-2.78
11085.00,-5.24
11087.00,-12.01
11088.00,-9.55
11090.00,-8.93
11092.00,-5.85
11093.00,-10.16
11095.00,-16.32
11097.00,-18.78
11098.00,-12.01
11100.00,-12.01
11102.00,-10.78
11103.00,-3.40
11105.00,2.74
11107.00,-4.65
11108.00,0.88
11110.00,-1.59
11112.00,0.25
11113.00,4.56
11115.00,-0.37
11117.00,10.08
11119.00,7.61
11120.00,3.30
11122.00,3.91
11124.00,2.67
11125.00,11.28
11127.00,2.66
11129.00,-4.12
11130.00,-10.89
11132.00,3.25
11134.00,-7.83
11135.00,-5.99
11137.00,-6.00
11139.00,1.38
11140.00,6.30
11142.00,2.60
11144.00,8.13
11145.00,26.59
11147.00,16.12
11149.00,12.42
11151.00,6.87
11153.00,8.71
11155.00,1.93
11157.00,3.77
11159.00,6.84
11161.00,6.83
11163.00,14.82
11165.00,3.74
11167.00,8.04
11169.00,2.49
11171.00,-11.67
11173.00,-15.98
11175.00,-16.61
11178.00,-12.93
11180.00,-16.63
11182.00,-8.63
11184.00,-3.10
11186.00,-4.34
11188.00,3.65
11190.00,-8.05
11192.00,-1.29
11194.00,-1.91
11196.00,-5.00
11198.00,-6.85
11200.00,0.53
11202.00,-8.10
11204.00,-9.96
11206.00,-5.67
11208.00,-4.45
11210.00,-10.00
11212.00,-8.78
11214.00,-13.10
11216.00,-10.04
11218.00,-9.44
11220.00,-5.76
11222.00,-2.69
11224.00,10.83
11226.00,-2.10
11228.00,-4.58
11230.00,-7.67
11232.00,8.94
11234.00,16.31
11236.00,11.37
11238.00,18.74
11240.00,5.81
11242.00,-4.05
11244.00,-5.30
11246.00,-10.23
11248.00,-4.09
11250.00,0.20
11252.00,4.50
11254.00,2.02
11256.00,-6.60
11258.00,6.31
11260.00,17.37
11262.00,16.13
11264.00,0.73
11266.00,-1.75
11268.00,-1.14
11270.00,3.15
11272.00,-4.25
11274.00,3.13
11276.00,4.34
11278.00,8.64
11280.00,20.93
11283.00,15.99
11285.00,1.82
11287.00,3.04
11289.00,0.57
11291.00,-11.14
11293.00,-11.15
11295.00,-22.24
11298.00,-7.49
11301.00,-8.12
11304.00,-13.68
11307.00,-16.77
11309.00,-8.78
11312.00,-3.87
11315.00,-6.97
11318.00,-2.67
11321.00,-3.30
11324.00,-7.01
11326.00,-0.25
11329.00,-6.42
11332.00,-3.36
11335.00,-4.61
11338.00,-2.16
11340.00,-4.02
11343.00,3.35
11346.00,-3.43
11349.00,0.86
11352.00,-5.31
11354.00,-9.01
11357.00,-1.03
11360.00,0.80
11363.00,-5.98
11366.00,15.54
11368.00,27.84
11371.00,8.74
11374.00,0.11
11377.00,6.87
11380.00,0.70
11383.00,-6.70
11385.00,9.90
11388.00,1.27
11391.00,8.64
11394.00,4.32
11397.00,4.92
11399.00,-4.94
11402.00,-9.26
11405.00,-17.28
11408.00,-10.52
11411.00,-10.54
11413.00,-6.24
11416.00,-0.72
11419.00,-1.97
11422.00,4.79
11425.00,5.39
11427.00,5.38
11430.00,10.29
11433.00,17.04
11436.00,7.18
11439.00,11.47
11442.00,-0.85
11444.00,2.21
11447.00,6.51
11450.00,11.41
11453.00,-0.29
11456.00,3.38
11458.00,-16.94
11461.00,-4.64
11464.00,3.96
11467.00,7.02
11470.00,-5.92
11472.00,-10.24
11475.00,3.90
11478.00,-1.65
11481.00,6.95
11484.00,0.78
11486.00,3.84
11489.00,-2.33
11492.00,-12.19
11495.00,-8.51
11498.00,1.32
11501.00,5.00
11503.00,-4.85
11506.00,-1.78
11509.00,-0.55
11512.00,-6.71
11515.00,-6.71
11517.00,12.98
11520.00,-3.64
11523.00,0.05
11526.00,-7.34
11529.00,-8.58
11531.00,-7.96
11534.00,-4.27
11537.00,-5.51
11540.00,4.33
11543.00,4.95
11545.00,-2.44
11548.00,0.02
11551.00,-1.83
11554.00,1.85
11557.00,11.70
11560.00,16.00
11562.00,7.38
11565.00,-0.62
11568.00,-3.70
11571.00,-14.78
11574.00,-12.33
11576.00,-13.56
11579.00,-5.56
11582.00,9.82
11585.00,19.04
11588.00,3.04
11590.00,-3.73
11593.00,-0.04
11596.00,10.41
11599.00,1.18
11602.00,1.80
11604.00,3.65
11607.00,-0.65
11610.00,11.05
11613.00,-8.63
11616.00,-13.55
11619.00,-11.69
11621.00,-9.23
11624.00,11.09
11627.00,5.56
11630.00,11.10
11633.00,4.34
11635.00,11.73
11638.00,3.74
11640.00,3.13
11642.00,19.13
11645.00,14.22
11647.00,4.38
11649.00,-10.39
11651.00,-12.84
11654.00,-6.07
11656.00,-4.21
11658.00,-10.36
11660.00,0.72
11663.00,0.73
11665.00,-2.35
11667.00,1.97
11669.00,-7.26
11672.00,-9.10
11674.00,-16.48
11676.00,-5.39
11678.00,-9.70
11680.00,-14.61
11683.00,-18.30
11685.00,-2.91
11687.00,-12.13
11689.00,-13.98
11694.00,10.65
11696.00,-0.42
11698.00,4.51
11703.00,6.37
11705.00,2.69
11707.00,19.93
11710.00,-2.83
11712.00,1.48
11714.00,3.34
11716.00,3.96
11719.00,8.90
11721.00,5.21
11727.00,-0.92
11730.00,-13.22
11732.00,-5.82
11734.00,-11.35
11736.00,-11.35
11739.00,-4.56
11741.00,-11.33
11743.00,0.37
11745.00,-3.31
11748.00,-3.30
11750.00,2.86
11752.00,0.41
11754.00,0.42
11757.00,-0.19
11759.00,2.90
11766.00,-5.08
11768.00,-1.38
11770.00,-1.98
11772.00,-2.59
11774.00,-6.28
11777.00,2.97
11779.00,-1.95
11781.00,2.37
11783.00,4.22
11786.00,2.39
11788.00,3.63
11790.00,5.48
11792.00,14.72
11795.00,8.58
11797.00,9.20
11799.00,13.51
11802.00,17.85
11804.00,7.41
11807.00,6.82
11810.00,3.16
11815.00,10.60
11817.00,-3.54
11820.00,-9.66
11823.00,6.99
11825.00,9.47
11828.00,-7.12
11831.00,-2.78
11836.00,10.20
11839.00,-7.00
11841.00,-9.44
11844.00,1.05
11847.00,6.62
11850.00,1.11
11852.00,5.44
11855.00,-3.14
11858.00,6.73
11860.00,-6.17
11863.00,6.78
11866.00,2.51
11868.00,5.61
11871.00,-2.98
11874.00,-4.18
11876.00,1.38
