Age_[ka],Sea_level_[m]
15623.00,-6.64
15629.00,-5.40
15634.00,-9.70
15639.00,-8.46
15644.00,-8.46
15649.00,-9.06
15654.00,-6.60
15659.00,-2.90
15664.00,14.96
15669.00,14.96
15674.00,6.97
15679.00,-1.03
15684.00,-5.33
15690.00,24.22
15695.00,13.76
15700.00,13.77
15705.00,28.00
15710.00,33.62
15715.00,10.31
15720.00,24.54
15726.00,17.87
15733.00,-7.26
15740.00,-0.99
15747.00,7.12
15753.00,2.90
15760.00,-8.07
15767.00,0.66
15773.00,6.90
15780.00,11.32
15787.00,5.27
15794.00,10.92
15800.00,15.94
15804.00,9.27
15808.00,-0.48
15811.00,-6.56
15815.00,-3.39
15819.00,9.02
15823.00,12.20
15827.00,19.68
15831.00,0.08
15835.00,-1.05
15839.00,-1.57
15843.00,-5.16
15846.00,-3.24
15850.00,-0.06
15854.00,11.48
15857.00,-0.45
15861.00,11.90
15865.00,13.04
15869.00,16.77
15873.00,13.48
15877.00,7.98
15880.00,2.70
15885.00,28.98
15888.00,22.84
15893.00,41.67
15899.00,-6.06
15903.00,11.94
15908.00,-10.33
15913.00,24.81
15919.00,-6.00
15922.00,18.93
15928.00,-10.46
15933.00,2.28
15940.00,3.25
15944.00,12.71
15949.00,5.20
15954.00,8.27
15959.00,16.77
15964.00,9.94
15970.00,20.54
15974.00,17.32
15980.00,43.01
15985.00,48.36
15990.00,36.67
15996.00,62.41
16006.00,60.82
16011.00,63.42
16017.00,53.30
16023.00,5.64
16028.00,3.01
16034.00,22.73
16039.00,26.07
16045.00,23.58
16049.00,34.90
16054.00,21.07
16059.00,17.83
16064.00,23.51
16072.00,27.01
16078.00,34.12
16083.00,23.80
16089.00,20.02
16094.00,20.22
16099.00,17.16
16105.00,45.15
16111.00,37.55
16116.00,39.24
16122.00,25.67
16127.00,19.43
16133.00,14.48
16145.00,22.17
16149.00,28.24
16156.00,29.19
16161.00,34.33
16169.00,52.26
16173.00,38.89
16177.00,46.13
16178.00,28.40
16181.00,24.38
16189.00,26.56
16195.00,31.76
16200.00,30.75
16206.00,34.95
16211.00,32.27
16217.00,27.48
16222.00,25.61
16228.00,38.61
16233.00,31.07
16239.00,35.46
16244.00,31.92
16250.00,21.04
16255.00,3.60
16261.00,24.47
16266.00,15.64
16272.00,19.60
16277.00,21.17
16283.00,26.54
16288.00,9.71
16294.00,24.31
16299.00,10.06
16305.00,21.29
16310.00,16.73
16316.00,19.03
16322.00,43.97
16327.00,40.08
16332.00,49.98
16339.00,48.31
16344.00,38.33
16351.00,37.03
16359.00,41.98
16366.00,49.98
16374.00,16.71
16381.00,10.55
16390.00,28.95
16396.00,33.22
16404.00,24.59
16412.00,40.16
16419.00,29.78
16427.00,24.12
16434.00,29.74
16442.00,35.21
16449.00,52.77
16456.00,60.67
16461.00,40.25
16467.00,25.34
16473.00,31.29
16477.00,27.26
16483.00,20.66
16488.00,24.97
16494.00,31.23
16498.00,35.57
16504.00,36.60
16508.00,38.59
16512.00,27.05
16519.00,25.08
16524.00,20.79
16529.00,43.63
16535.00,35.52
16540.00,35.53
16546.00,39.60
16552.00,19.36
16556.00,12.56
16561.00,10.42
16567.00,35.29
16572.00,31.55
16578.00,23.68
16583.00,32.74
16588.00,38.18
16593.00,35.42
16598.00,24.61
16604.00,7.32
16609.00,4.88
16614.00,3.55
16618.00,5.91
16625.00,9.70
16630.00,31.82
16635.00,36.03
16640.00,35.81
16645.00,16.39
16650.00,14.76
16656.00,19.53
16661.00,30.32
16666.00,50.28
16672.00,58.56
16677.00,30.53
16682.00,36.46
16687.00,14.02
16692.00,5.68
16694.00,25.26
16698.00,4.73
16703.00,5.09
16709.00,9.91
16714.00,16.14
16719.00,27.35
16724.00,28.89
16730.00,20.92
16735.00,33.67
16739.00,37.05
16744.00,36.75
16750.00,26.25
16756.00,15.69
16761.00,12.37
16766.00,30.17
16771.00,36.15
16776.00,19.79
16787.00,31.70
16793.00,41.44
16797.00,9.56
16801.00,21.31
16808.00,55.30
16813.00,33.70
16821.00,17.67
16826.00,30.65
16831.00,23.87
16837.00,26.28
16844.00,24.09
16850.00,20.90
16855.00,46.37
16863.00,21.35
16870.00,25.00
16875.00,36.45
16881.00,39.10
16887.00,40.65
16894.00,48.73
16900.00,29.23
16905.00,28.77
16911.00,21.41
16916.00,20.57
16923.00,35.30
16928.00,8.87
16934.00,3.41
16939.00,8.18
16944.00,-2.32
16952.00,7.91
16958.00,-2.59
16964.00,-18.14
16970.00,-12.76
16975.00,-4.24
16981.00,-9.08
16988.00,1.46
16995.00,1.72
17000.00,2.55
17006.00,2.90
17012.00,2.07
17018.00,-2.44
17024.00,0.79
17029.00,1.53
17035.00,6.06
17043.00,-10.50
17047.00,6.75
17054.00,10.95
17059.00,-3.57
17065.00,-1.87
17072.00,-14.85
17078.00,9.01
17084.00,10.46
17090.00,18.80
17095.00,47.30
17100.00,-3.78
17105.00,14.55
17110.00,26.36
17115.00,-5.58
17120.00,4.81
17126.00,3.06
17130.00,-12.19
17135.00,-12.87
17141.00,3.41
17145.00,7.55
17150.00,-4.70
17155.00,-13.63
17160.00,-3.73
17165.00,-3.49
17170.00,1.98
17175.00,1.91
17178.00,-7.52
17185.00,12.67
17189.00,19.46
17192.00,-15.51
17195.00,10.75
17196.00,0.81
17199.00,4.49
17202.00,-1.85
17205.00,-8.25
17207.00,-12.96
17210.00,-4.41
17213.00,-7.66
17216.00,-21.57
17218.00,-19.70
17221.00,-22.16
17224.00,-24.31
17227.00,-20.37
17229.00,-15.79
17232.00,-2.68
17235.00,-6.67
17238.00,-6.43
17240.00,-4.62
17243.00,-4.68
17246.00,2.03
17249.00,-8.48
17251.00,-17.75
17254.00,-14.12
17257.00,-16.02
17260.00,-10.54
17262.00,-13.04
17265.00,-6.33
17268.00,-2.08
17271.00,-5.22
17273.00,-8.33
17276.00,-1.62
17279.00,0.16
17282.00,0.72
17284.00,-6.70
17287.00,0.01
17290.00,9.18
17293.00,13.43
17295.00,26.93
17298.00,32.41
17301.00,34.21
17305.00,10.20
17310.00,-24.90
17314.00,-18.76
17319.00,-4.62
17323.00,-8.95
17328.00,-19.43
17332.00,-18.21
17336.00,-12.07
17341.00,-1.63
17345.00,-9.65
17350.00,-17.67
17354.00,-21.38
17359.00,-21.39
17363.00,-16.49
17367.00,-22.66
17372.00,-8.52
17376.00,5.00
17381.00,4.98
17385.00,0.04
17390.00,-14.13
17394.00,11.08
17398.00,16.61
17403.00,7.38
17405.00,6.23
17409.00,9.63
17415.00,-3.01
17419.00,1.50
17424.00,-16.38
17427.00,-21.85
17432.00,-0.22
17437.00,3.38
17441.00,-19.74
17445.00,-1.57
17450.00,13.47
17455.00,11.96
17458.00,18.93
17461.00,0.85
17465.00,-10.20
17470.00,6.93
17473.00,-19.76
17475.00,-22.27
17479.00,-7.73
17483.00,-11.52
17488.00,6.90
17492.00,-0.96
17495.00,6.44
17499.00,5.60
17503.00,22.62
17507.00,-12.61
17511.00,-3.91
17514.00,7.99
17518.00,8.27
17522.00,-7.45
17525.00,10.30
17529.00,4.97
17533.00,16.57
17537.00,-0.75
17540.00,-8.85
17544.00,-2.85
17548.00,-10.82
17551.00,9.39
17555.00,8.07
17559.00,12.22
17563.00,0.62
17566.00,1.63
17570.00,25.48
17574.00,23.72
17578.00,18.34
17581.00,15.71
17585.00,25.53
17591.00,8.41
17597.00,-15.98
17604.00,-24.68
17604.00,-7.94
17610.00,0.09
17617.00,16.11
17623.00,11.21
17629.00,-5.38
17635.00,-5.97
17641.00,6.36
17647.00,10.69
17654.00,10.72
17660.00,28.59
17668.00,28.00
17676.00,-3.97
17685.00,13.30
17694.00,11.49
17702.00,12.12
17711.00,-5.13
17719.00,-9.46
17728.00,-13.79
17736.00,-10.74
17743.00,7.71
17751.00,12.61
17759.00,8.28
17767.00,0.26
17775.00,-7.76
17782.00,11.91
17790.00,2.05
17798.00,6.33
17806.00,24.18
17814.00,7.58
17822.00,-7.80
17829.00,4.52
17837.00,1.45
17845.00,5.16
17853.00,7.63
17861.00,10.10
17868.00,-0.35
17876.00,-14.50
17884.00,-27.41
17891.00,-22.48
17897.00,-31.70
17904.00,2.81
17911.00,1.66
17917.00,-9.34
17924.00,-11.72
17931.00,-0.56
17937.00,-7.26
17944.00,2.66
17950.00,-4.65
17957.00,8.97
17964.00,2.28
17970.00,2.35
17977.00,14.12
17984.00,18.51
17989.00,8.11
17994.00,-13.99
17999.00,-22.54
18004.00,-13.85
18009.00,-3.30
18015.00,-5.05
18020.00,7.34
18027.00,6.54
18037.00,21.97
18042.00,-1.76
18048.00,9.54
18053.00,25.99
18058.00,32.84
18065.00,13.88
18072.00,10.12
18079.00,12.89
18087.00,-5.25
18094.00,-6.92
18101.00,-6.20
18108.00,9.81
18115.00,13.20
18122.00,0.53
18129.00,-6.29
18136.00,-10.77
18144.00,-9.35
18151.00,-9.71
18157.00,10.30
18164.00,-6.31
18170.00,-6.48
18176.00,0.79
18183.00,2.21
18189.00,5.73
18196.00,-6.27
18202.00,-6.16
18209.00,-7.42
18215.00,14.22
18222.00,32.84
18228.00,13.99
18235.00,25.72
18241.00,9.15
18247.00,2.86
18254.00,20.30
18260.00,-10.05
18267.00,-9.10
18273.00,-3.82
18280.00,-25.26
18286.00,-6.82
18293.00,-6.60
18299.00,-10.37
18306.00,-1.30
18312.00,-13.69
18318.00,4.99
18325.00,13.61
18331.00,4.90
18335.00,-11.67
18348.00,-24.49
18359.00,-10.54
18366.00,-17.86
18369.00,-25.72
18374.00,-17.21
18378.00,-13.04
18382.00,-13.43
18386.00,-9.39
18392.00,-35.26
18398.00,-23.47
18402.00,-18.08
18411.00,-5.58
18417.00,-8.40
18422.00,-14.69
18428.00,-0.90
18434.00,9.44
18440.00,-14.18
18446.00,-6.43
18452.00,-2.36
18458.00,-32.57
18464.00,-30.53
18470.00,-15.39
18476.00,-10.52
18481.00,-26.84
18487.00,-28.68
18493.00,-27.20
18499.00,0.00
18505.00,-15.80
18511.00,-22.37
18517.00,-17.11
18523.00,7.65
18527.00,-6.98
18532.00,-5.15
18536.00,-13.07
18540.00,-8.08
18545.00,-7.47
18549.00,-18.47
18553.00,-20.92
18558.00,-19.21
18562.00,-28.06
18565.00,-12.75
18571.00,-11.26
18575.00,-9.83
18579.00,-0.40
18584.00,-3.79
18588.00,1.76
18592.00,-22.35
18597.00,-23.59
18601.00,-21.84
18605.00,-14.37
18610.00,-23.10
18614.00,-21.05
18618.00,-26.81
18623.00,-25.70
18627.00,-7.89
18631.00,-14.89
18636.00,-22.51
18640.00,-19.78
18644.00,-5.11
18649.00,-5.90
18653.00,-12.96
18657.00,-17.56
18660.00,-13.53
18666.00,-1.53
18670.00,-8.89
18675.00,-6.36
18679.00,9.60
18683.00,2.85
18688.00,-32.89
18692.00,-19.46
18696.00,-19.44
18701.00,-23.85
18705.00,-24.21
18709.00,-21.43
18714.00,4.42
18718.00,12.12
18724.00,8.37
18730.00,5.55
18736.00,-15.49
18742.00,17.44
18748.00,-31.78
18754.00,0.65
18760.00,3.49
18766.00,0.55
18772.00,-5.48
18778.00,8.13
18784.00,-4.85
18790.00,-11.05
18796.00,8.77
18802.00,3.01
18808.00,-7.94
18814.00,-11.20
18819.00,1.71
18825.00,-5.06
18831.00,11.13
18837.00,-1.67
18842.00,-11.04
18847.00,-36.65
18853.00,-13.02
18858.00,-14.26
18863.00,0.57
18868.00,-0.68
18874.00,-17.35
18879.00,-21.48
18883.00,-26.98
18888.00,-24.47
18894.00,-23.42
18899.00,-22.57
18904.00,-20.45
18909.00,-12.23
18915.00,-13.16
18920.00,-14.23
18925.00,-12.84
18930.00,-22.10
18936.00,-16.75
18941.00,-26.81
18946.00,-20.62
18951.00,-21.20
18957.00,-17.82
18962.00,-10.96
18967.00,-14.00
18972.00,-4.86
18978.00,-3.02
18983.00,3.48
18988.00,-7.38
18993.00,-19.22
18999.00,-23.90
19004.00,-29.47
19009.00,-18.72
19014.00,-29.33
19020.00,-19.06
19025.00,-13.12
19030.00,-9.82
19035.00,1.90
19039.00,-7.86
19043.00,-12.71
19046.00,-16.41
19050.00,-25.44
19053.00,-25.38
19057.00,-40.81
19061.00,-38.88
19064.00,-38.52
19068.00,-17.89
19071.00,-20.29
19075.00,-12.09
19079.00,-19.52
19081.00,-19.54
19086.00,-20.49
19090.00,-12.23
19093.00,-17.22
19097.00,-12.34
19100.00,-11.48
19104.00,-7.49
19108.00,-7.68
19111.00,-6.16
19115.00,-3.39
19118.00,-36.27
19122.00,-21.26
19126.00,-11.42
19129.00,-13.90
19133.00,-9.04
19136.00,-8.69
19140.00,-2.85
19144.00,3.67
19147.00,-10.01
19151.00,-4.48
19154.00,-4.81
19158.00,6.70
19162.00,-15.46
19166.00,-15.77
19170.00,-34.98
19174.00,-1.14
19178.00,-21.14
19182.00,1.50
19186.00,-16.17
19190.00,-2.63
19193.00,-6.47
19197.00,-1.49
19201.00,0.84
19205.00,-8.72
19209.00,-14.22
19213.00,-15.23
19217.00,-28.55
19221.00,-24.45
19225.00,-26.26
19229.00,-19.03
19233.00,26.12
19237.00,-9.72
19241.00,13.63
19245.00,3.58
19249.00,-10.54
19252.00,-9.53
19256.00,-11.15
19260.00,-8.04
19264.00,-7.76
19268.00,-7.66
19272.00,-17.96
19276.00,0.17
19280.00,2.73
19284.00,-5.73
19288.00,-7.29
19292.00,1.42
19296.00,-2.05
19300.00,-5.59
19303.00,-13.77
19307.00,-21.15
19311.00,-12.91
19315.00,5.25
19319.00,-1.03
19323.00,-9.83
19327.00,2.66
19331.00,-17.40
19335.00,-16.35
19339.00,-19.00
19343.00,-21.89
19347.00,-17.28
19350.00,-34.45
19354.00,-22.39
19358.00,-29.15
19362.00,-30.75
19366.00,-30.14
19370.00,-7.74
19381.00,-48.29
19385.00,-28.11
19389.00,-18.02
19393.00,-19.31
19397.00,-29.71
19401.00,-34.15
19405.00,-30.18
19409.00,-34.52
19413.00,-68.02
19417.00,-27.13
19421.00,-34.55
19425.00,-24.06
19429.00,-19.35
19432.00,-26.51
19437.00,-40.89
19440.00,-24.97
19444.00,-32.88
19448.00,-40.91
19452.00,-44.27
19456.00,-27.31
19460.00,-27.10
19464.00,-17.22
19468.00,-39.16
19472.00,-35.99
19476.00,-31.84
19480.00,-35.68
19483.00,-34.47
19487.00,-32.17
19491.00,-29.18
19495.00,-26.01
19499.00,-25.25
19503.00,-24.10
19507.00,-32.44
19511.00,-27.29
19515.00,-37.41
19519.00,-35.41
19523.00,-20.79
19527.00,-16.26
19531.00,-10.44
19534.00,-16.80
19543.00,-0.85
19547.00,-9.99
19551.00,4.82
19554.00,17.54
19558.00,21.20
19561.00,11.95
19564.00,5.29
19566.00,-20.26
19569.00,-12.84
19571.00,-17.84
19574.00,-12.32
19577.00,-2.18
19582.00,-21.54
19585.00,-8.82
19587.00,-7.11
19590.00,-7.50
19592.00,-10.34
19595.00,-21.93
19598.00,-32.96
19600.00,-14.58
19603.00,-29.76
19605.00,-27.60
19608.00,-27.16
19611.00,-25.49
19613.00,-23.88
19616.00,-17.10
19619.00,-19.36
19621.00,-16.03
19624.00,-15.28
19626.00,4.79
19629.00,8.74
19632.00,16.62
19636.00,9.93
19640.00,6.99
19644.00,12.92
19648.00,8.63
19652.00,-20.34
19656.00,-17.93
19660.00,-5.42
19664.00,-3.99
19668.00,8.76
19672.00,12.04
19676.00,1.90
19680.00,17.06
19684.00,-12.59
19688.00,-20.14
19692.00,-12.00
19696.00,-7.25
19700.00,8.15
19704.00,-25.63
19709.00,-30.28
19713.00,-9.66
19717.00,-19.50
19720.00,-0.44
19724.00,-5.42
19728.00,-4.24
19732.00,-12.42
19736.00,-10.75
19741.00,-1.99
19745.00,-5.31
19749.00,10.76
19753.00,8.12
19757.00,20.55
19761.00,26.10
19765.00,26.41
19768.00,-1.05
19771.00,-15.95
19774.00,-50.61
19777.00,-45.76
19780.00,-19.55
19783.00,-18.76
19786.00,-19.64
19789.00,-34.35
19792.00,-34.18
19795.00,-32.10
19798.00,-31.50
19801.00,-25.53
19804.00,-23.11
19807.00,-30.36
19810.00,-38.96
19813.00,-33.03
19816.00,-31.72
19819.00,-43.46
19822.00,-36.92
19825.00,-39.55
19829.00,-45.60
19832.00,-35.37
19835.00,-42.00
19838.00,-27.65
19841.00,-5.11
19844.00,-23.31
19848.00,-24.13
19851.00,-16.97
19855.00,-12.38
19858.00,-11.19
19862.00,1.59
19866.00,-7.36
19870.00,-12.85
19873.00,-25.57
19877.00,-25.35
19880.00,-24.35
19884.00,-30.83
19888.00,-28.69
19891.00,-32.49
19895.00,-19.84
19899.00,-20.90
19902.00,-11.34
19906.00,-13.31
19909.00,-22.50
19913.00,-14.93
19917.00,-10.81
19920.00,1.22
19924.00,-9.67
19927.00,1.87
19931.00,6.49
19935.00,6.67
19938.00,-13.79
19942.00,-13.97
19945.00,3.84
19949.00,-4.71
19952.00,-5.48
19956.00,5.42
19959.00,4.95
19963.00,-11.23
19966.00,-15.81
19970.00,-3.50
19973.00,-0.15
19977.00,-13.99
19980.00,1.79
19984.00,-11.38
19987.00,-30.55
19991.00,-14.30
19994.00,-15.07
19998.00,0.69
20001.00,-0.46
20005.00,16.13
20008.00,12.64
20011.00,6.99
20015.00,-7.68
20018.00,5.93
20022.00,13.78
20025.00,9.55
20029.00,16.91
20032.00,29.11
20175.00,-14.61
20273.00,19.61
20357.00,5.84
20362.00,8.87
20436.00,10.86
20439.00,-10.12
20508.00,-40.63
20570.00,-39.39
20636.00,-43.06
20708.00,-7.93
20797.00,-20.50
20864.00,10.34
20909.00,-54.56
20925.00,-23.79
20970.00,-21.94
20986.00,-17.02
21031.00,-16.70
21089.00,-6.25
21096.00,-6.80
21173.00,-13.48
21216.00,2.13
21260.00,-16.39
21304.00,-25.11
21348.00,1.40
21392.00,-20.71
21438.00,-11.33
21554.00,31.75
21557.00,16.90
21563.00,22.28
21567.00,4.94
21572.00,10.34
21576.00,16.39
21581.00,16.87
21585.00,14.30
21589.00,42.50
21594.00,2.36
21598.00,15.79
21601.00,33.57
21603.00,16.31
21607.00,-24.99
21611.00,46.33
21616.00,21.03
21620.00,-11.65
21629.00,52.21
21633.00,-45.08
21638.00,-20.55
21642.00,-13.22
21645.00,5.19
21645.00,5.19
21647.00,18.70
21651.00,11.25
21656.00,4.41
21660.00,7.42
21664.00,12.28
21669.00,1.13
21673.00,-11.86
21679.00,1.59
21682.00,1.54
21686.00,0.25
21689.00,7.59
21691.00,23.56
21695.00,6.26
21700.00,1.26
21704.00,14.78
21709.00,-6.77
21713.00,-6.17
21717.00,-9.27
21722.00,4.25
21726.00,15.31
21731.00,31.91
21735.00,-33.34
21739.00,20.80
21744.00,4.78
21749.00,19.53
21753.00,5.98
21758.00,2.88
21763.00,2.25
21767.00,23.16
21772.00,-10.71
21777.00,21.89
21779.00,2.19
21781.00,7.72
21786.00,-22.46
21791.00,11.99
21797.00,2.73
21802.00,2.11
21807.00,15.04
21813.00,-10.80
21818.00,8.90
21823.00,-2.17
21828.00,5.83
21831.00,1.53
21839.00,-5.23
21849.00,12.63
21855.00,5.25
21883.00,8.37
21886.00,-4.55
21894.00,-29.77
21906.00,0.40
21917.00,-12.49
21929.00,-13.69
21940.00,-19.82
21944.00,1.12
21952.00,-19.79
21963.00,-21.60
21975.00,-4.34
21986.00,-26.47
22021.00,-3.63
22033.00,-9.77
22045.00,8.09
22056.00,-10.36
22068.00,-5.42
22079.00,-7.25
22088.00,13.68
22098.00,4.47
22107.00,19.87
22114.00,14.97
22116.00,-26.88
22118.00,-23.79
22123.00,8.84
22125.00,-17.01
22128.00,-23.77
22131.00,-36.07
22132.00,-22.53
22137.00,-28.67
22139.00,-20.05
22142.00,-21.88
22147.00,-28.64
22151.00,-31.09
22156.00,-12.62
22161.00,-41.53
22165.00,-27.98
22170.00,-24.89
22186.00,-27.31
22231.00,-23.84
22233.00,-20.12
22241.00,42.74
22250.00,-32.85
22260.00,-17.34
22269.00,-21.55
22274.00,-17.18
22278.00,-5.44
22280.00,-13.42
22283.00,-18.31
22288.00,-13.94
22293.00,-13.88
22297.00,-6.45
22302.00,-22.38
22307.00,2.33
22311.00,19.03
22321.00,-4.78
22330.00,-23.07
22340.00,-16.10
22340.00,-10.56
22349.00,-19.62
22358.00,-12.06
22367.00,-18.04
22376.00,5.52
22385.00,-11.54
22390.00,2.10
22399.00,-22.34
22408.00,4.91
22413.00,9.93
22418.00,10.02
22427.00,-24.88
22431.00,9.66
22431.00,-7.57
22445.00,10.55
22450.00,-36.74
22465.00,-5.06
22478.00,-28.81
22482.00,-6.58
22491.00,8.36
22511.00,19.74
22524.00,-5.34
22557.00,-16.65
22570.00,6.28
22592.00,-13.78
22592.00,-0.24
22603.00,-11.83
22603.00,-13.68
22605.00,4.17
22608.00,6.63
22619.00,1.73
22624.00,4.81
22672.00,1.18
22672.00,-4.36
22682.00,-9.88
22698.00,-11.71
22703.00,16.58
22708.00,-14.22
22708.00,-10.53
22711.00,4.84
22713.00,-16.71
22718.00,-25.36
22720.00,15.86
22723.00,-17.39
22725.00,-18.02
22728.00,-7.58
22731.00,-24.22
22734.00,-34.08
22739.00,-17.50
22744.00,4.62
22749.00,-17.56
22752.00,-0.97
22754.00,-10.83
22760.00,-9.63
22765.00,-17.05
22770.00,-24.47
22773.00,-9.72
22775.00,13.65
22781.00,4.38
22786.00,7.43
22791.00,-13.53
22794.00,1.22
22796.00,10.44
22801.00,33.80
22807.00,1.79
22812.00,-7.45
22815.00,-16.07
22817.00,17.16
22818.00,-19.76
22828.00,-23.47
22833.00,-11.78
22834.00,-14.86
22838.00,-19.17
22845.00,-23.49
22852.00,-13.04
22858.00,-5.04
22871.00,-29.68
22878.00,-22.92
22885.00,-12.46
22891.00,6.61
22898.00,-11.87
22905.00,-8.14
22911.00,-16.10
22915.00,-12.39
22918.00,-3.75
22942.00,-17.75
22951.00,-15.85
22958.00,-20.11
22964.00,-13.30
22964.00,-3.45
22968.00,-24.35
22978.00,-21.21
22984.00,-16.25
22991.00,-41.43
22995.00,-32.79
22997.00,-34.01
23004.00,-16.73
23011.00,-31.44
23017.00,-44.94
23021.00,-32.60
23024.00,-32.57
23030.00,-29.45
23034.00,26.58
23038.00,-27.54
23046.00,-42.25
23048.00,-21.93
23058.00,-23.69
23062.00,-36.59
23063.00,-35.35
23066.00,-15.63
23070.00,-37.76
23074.00,-26.65
23075.00,-36.49
23078.00,-30.92
23085.00,-37.64
23089.00,-33.30
23091.00,-19.75
23093.00,-22.81
23097.00,-30.16
23107.00,-22.71
23113.00,-6.05
23117.00,-15.87
23121.00,-10.31
23123.00,-26.91
23125.00,-22.59
23129.00,-24.41
23133.00,-9.00
23137.00,-34.82
23141.00,-6.49
23145.00,7.69
23155.00,2.22
23157.00,-9.46
23161.00,6.56
23169.00,-11.85
23171.00,-9.37
23174.00,2.34
23181.00,-11.77
23195.00,6.78
23211.00,-11.06
23227.00,14.75
23242.00,5.48
23257.00,0.51
23272.00,6.01
23283.00,1.68
23287.00,0.44
23299.00,6.56
23329.00,10.14
23345.00,9.46
23390.00,4.98
23408.00,15.42
23415.00,12.36
23426.00,6.85
23444.00,14.90
23446.00,-8.48
23455.00,16.16
23460.00,14.94
23462.00,19.87
23469.00,-21.34
23480.00,-4.09
23487.00,-11.45
23491.00,14.40
23498.00,18.73
23500.00,3.97
23509.00,-3.33
23514.00,9.65
23518.00,-18.62
23518.00,-5.08
23520.00,-6.90
23523.00,42.36
23525.00,-0.70
23527.00,-4.99
23532.00,3.68
23536.00,12.34
23538.00,-0.56
23538.00,-0.56
23541.00,-2.99
23545.00,-7.88
23550.00,3.25
23554.00,8.22
23557.00,13.17
23559.00,24.27
23561.00,5.21
23563.00,-6.46
23568.00,2.82
23572.00,-11.29
23574.00,2.27
23577.00,-16.78
23579.00,-5.68
23581.00,-16.12
23586.00,9.78
23590.00,23.36
23592.00,-3.08
23595.00,-4.28
23597.00,12.35
23599.00,6.22
23608.00,-2.91
23610.00,18.04
23613.00,-13.31
23615.00,-7.13
23617.00,-2.19
23622.00,-15.67
23626.00,-31.62
23628.00,-5.75
23631.00,2.28
23644.00,-19.10
23649.00,-11.66
23653.00,-3.00
23655.00,16.10
23658.00,6.91
23660.00,19.24
23662.00,-5.97
23667.00,6.40
23671.00,3.98
23673.00,5.23
23676.00,-0.27
23678.00,-5.17
23680.00,-20.53
23685.00,26.91
23689.00,2.96
23691.00,9.75
23694.00,14.71
23696.00,30.73
23698.00,37.53
23703.00,16.64
23707.00,0.04
23709.00,-17.19
23709.00,31.43
23712.00,30.21
23714.00,22.22
23714.00,36.37
23716.00,-6.08
23719.00,28.39
23721.00,16.09
23723.00,33.33
23725.00,13.03
23727.00,21.04
23727.00,11.81
23728.00,-4.19
23729.00,28.43
23731.00,29.67
23733.00,21.68
23733.00,27.83
23737.00,2.00
23737.00,29.08
23740.00,8.78
23742.00,30.94
23742.00,21.71
23746.00,37.11
23751.00,1.44
23755.00,-2.85
23756.00,15.61
23760.00,34.09
23764.00,36.57
23769.00,16.89
23771.00,14.44
23773.00,10.14
23778.00,21.85
23782.00,25.56
23787.00,13.27
23791.00,30.52
23796.00,38.54
23798.00,13.93
23800.00,13.94
23805.00,7.76
23809.00,25.58
23812.00,15.11
23814.00,10.79
23818.00,20.00
23823.00,13.20
23827.00,14.41
23832.00,-4.69
23836.00,25.44
23842.00,-15.82
23843.00,11.25
23844.00,0.17
23849.00,7.53
23854.00,6.27
23859.00,14.25
23865.00,-7.94
23867.00,14.82
23871.00,19.11
23876.00,30.77
23882.00,-4.95
23888.00,-0.06
23896.00,14.67
23899.00,12.19
23905.00,21.38
23911.00,28.72
23916.00,19.45
23919.00,13.89
23922.00,11.40
23928.00,15.05
23934.00,13.16
23939.00,15.58
23945.00,13.69
23951.00,17.33
23953.00,16.09
23957.00,0.67
23962.00,21.55
23968.00,27.05
23974.00,4.23
23977.00,7.90
23979.00,6.65
23985.00,15.22
23997.00,12.05
23999.00,32.96
24002.00,41.55
24008.00,3.36
24010.00,24.89
24014.00,14.40
24019.00,24.21
24025.00,13.71
24025.00,10.64
24031.00,-3.56
24033.00,7.51
24037.00,0.10
24042.00,34.53
24048.00,12.95
24054.00,30.76
24059.00,22.72
24065.00,21.45
24065.00,11.61
24067.00,30.06
24071.00,23.88
24077.00,26.92
24082.00,25.04
24088.00,36.69
24089.00,15.15
24094.00,15.11
24099.00,16.93
24105.00,6.45
24111.00,11.97
24117.00,23.03
24122.00,28.56
24125.00,19.93
24128.00,20.54
24134.00,30.37
24140.00,25.43
24145.00,29.73
24148.00,15.57
24151.00,33.40
24157.00,19.85
24162.00,0.76
24168.00,3.82
24174.00,17.34
24182.00,43.79
24184.00,13.01
24185.00,10.55
24191.00,26.53
24197.00,16.67
24202.00,17.89
24207.00,20.34
24208.00,30.18
24214.00,24.63
24220.00,24.61
24225.00,19.67
24226.00,9.83
24228.00,13.51
24231.00,13.50
24237.00,-4.36
24242.00,12.86
24248.00,15.31
24250.00,13.46
24254.00,9.14
24260.00,5.43
24265.00,-6.28
24271.00,6.02
24271.00,19.56
24277.00,22.00
24282.00,24.45
24288.00,8.43
24293.00,5.96
24294.00,4.11
24296.00,10.26
24300.00,-11.90
24305.00,7.16
24311.00,12.68
24315.00,0.36
24317.00,3.44
24323.00,7.11
24334.00,0.93
24340.00,14.45
24345.00,-12.64
24353.00,17.50
24357.00,-5.90
24359.00,15.64
24363.00,13.78
24369.00,-1.62
24374.00,2.06
24380.00,-1.65
24385.00,6.95
24390.00,22.32
24391.00,11.86
24395.00,39.54
24399.00,37.69
24404.00,11.82
24406.00,14.28
24407.00,20.43
24411.00,17.33
24415.00,26.55
24419.00,23.46
24421.00,-0.55
24423.00,12.98
24427.00,14.81
